temp,atemp,hum,windspeed
0.676667,0.624388,0.8175,0.222633
0.665833,0.616167,0.712083,0.208954
0.700833,0.645837,0.578333,0.236329
0.723333,0.666671,0.575417,0.143667
0.711667,0.662258,0.654583,0.233208
0.685,0.633221,0.722917,0.139308
0.6975,0.648996,0.674167,0.104467
0.710833,0.675525,0.77,0.248754
0.691667,0.638254,0.47,0.27675
0.640833,0.606067,0.455417,0.146763
0.673333,0.630692,0.605,0.253108
0.684167,0.645854,0.771667,0.210833
0.7,0.659733,0.76125,0.0839625
0.68,0.635556,0.85,0.375617
0.707059,0.647959,0.561765,0.304659
0.636667,0.607958,0.554583,0.159825
0.639167,0.594704,0.548333,0.125008
0.656667,0.611121,0.597917,0.0833333
0.655,0.614921,0.639167,0.141796
0.643333,0.604808,0.727083,0.139929
0.669167,0.633213,0.716667,0.185325
0.709167,0.665429,0.742083,0.206467
0.673333,0.625646,0.790417,0.212696
0.54,0.5152,0.886957,0.343943
0.599167,0.544229,0.917083,0.0970208
0.633913,0.555361,0.939565,0.192748
0.65,0.578946,0.897917,0.124379
0.66,0.607962,0.75375,0.153608
0.653333,0.609229,0.71375,0.115054
0.644348,0.60213,0.692174,0.088913
0.650833,0.603554,0.7125,0.141804
0.673333,0.6269,0.697083,0.1673
0.5775,0.553671,0.709167,0.271146
0.469167,0.461475,0.590417,0.164183
0.491667,0.478512,0.718333,0.189675
0.5075,0.490537,0.695,0.178483
0.549167,0.529675,0.69,0.151742
0.561667,0.532217,0.88125,0.134954
0.595,0.550533,0.9,0.0964042
0.628333,0.554963,0.902083,0.128125
0.805833,0.752542,0.567917,0.118787
0.7775,0.724121,0.57375,0.182842
0.731667,0.652792,0.534583,0.179721
0.743333,0.674254,0.479167,0.145525
0.715833,0.654042,0.504167,0.300383
0.630833,0.594704,0.373333,0.347642
0.6975,0.640792,0.36,0.271775
0.749167,0.675512,0.4225,0.17165
0.834167,0.786613,0.48875,0.165417
0.765,0.687508,0.60125,0.161071
0.815833,0.750629,0.51875,0.168529
0.781667,0.702038,0.447083,0.195267
0.780833,0.70265,0.492083,0.126237
0.789167,0.732337,0.53875,0.13495
0.8275,0.761367,0.457917,0.194029
0.828333,0.752533,0.450833,0.146142
0.861667,0.804913,0.492083,0.163554
0.8225,0.790396,0.57375,0.125629
0.710833,0.654054,0.683333,0.180975
0.720833,0.664796,0.6675,0.151737
0.716667,0.650271,0.633333,0.151733
0.715833,0.654683,0.529583,0.146775
0.731667,0.667933,0.485833,0.08085
0.703333,0.666042,0.699167,0.143679
0.745833,0.705196,0.717917,0.166667
0.763333,0.724125,0.645,0.164187
0.818333,0.755683,0.505833,0.114429
0.793333,0.745583,0.577083,0.137442
0.77,0.714642,0.600417,0.165429
0.665833,0.613025,0.844167,0.208967
0.595833,0.549912,0.865417,0.2133
0.6675,0.623125,0.7625,0.0939208
0.741667,0.690017,0.694167,0.138683
0.750833,0.70645,0.655,0.211454
0.724167,0.654054,0.45,0.1648
0.776667,0.739263,0.596667,0.284813
0.781667,0.734217,0.594583,0.152992
0.755833,0.697604,0.613333,0.15735
0.721667,0.667933,0.62375,0.170396
0.730833,0.684987,0.66875,0.153617
0.713333,0.662896,0.704167,0.165425
0.7175,0.667308,0.6775,0.141179
0.7525,0.707088,0.659583,0.129354
0.765833,0.722867,0.6425,0.215792
0.793333,0.751267,0.613333,0.257458
0.769167,0.731079,0.6525,0.290421
0.7525,0.710246,0.654167,0.129354
0.735833,0.697621,0.70375,0.116908
0.75,0.707717,0.672917,0.1107
0.755833,0.699508,0.620417,0.1561
0.715833,0.667942,0.715833,0.238813
0.6925,0.638267,0.732917,0.206479
0.700833,0.644579,0.530417,0.122512
0.720833,0.662254,0.545417,0.136212
0.726667,0.676779,0.686667,0.169158
0.706667,0.654037,0.619583,0.169771
0.719167,0.654688,0.519167,0.141796
0.723333,0.2424,0.570833,0.231354
0.678333,0.618071,0.603333,0.177867
0.635833,0.603554,0.711667,0.08645
0.635833,0.595967,0.734167,0.129979
0.649167,0.601025,0.67375,0.0727708
0.6675,0.621854,0.677083,0.0702833
0.695833,0.637008,0.635833,0.0845958
0.7025,0.6471,0.615,0.0721458
0.661667,0.618696,0.712917,0.244408
0.653333,0.595996,0.845833,0.228858
0.703333,0.654688,0.730417,0.128733
0.728333,0.66605,0.62,0.190925
0.685,0.635733,0.552083,0.112562
0.706667,0.652779,0.590417,0.0771167
0.764167,0.6894,0.5875,0.168533
0.753333,0.702654,0.638333,0.113187
0.696667,0.649,0.815,0.0640708
0.7075,0.661629,0.790833,0.151121
0.725833,0.686888,0.755,0.236321
0.736667,0.708983,0.74125,0.187808
0.696667,0.655329,0.810417,0.142421
0.703333,0.657204,0.73625,0.171646
0.659167,0.611121,0.799167,0.281104
0.61,0.578925,0.5475,0.224496
0.583333,0.565654,0.50375,0.258713
0.5775,0.554292,0.52,0.0920542
0.599167,0.570075,0.577083,0.131846
0.6125,0.579558,0.637083,0.0827208
0.633333,0.594083,0.6725,0.103863
0.608333,0.585867,0.501667,0.247521
0.58,0.563125,0.57,0.0901833
0.580833,0.55305,0.734583,0.151742
0.623333,0.565067,0.8725,0.357587
0.5525,0.540404,0.536667,0.215175
0.546667,0.532192,0.618333,0.118167
0.599167,0.571971,0.66875,0.154229
0.65,0.610488,0.646667,0.283583
